,Metabolite,Sensor,Metabolite.Pathway,Sensor.Pathway,Metabolite.Names,Long.Range.Channel
1067,HMDB0000608,SLC40A1,,WP2007: Iron metabolism in placenta; WP4313: Ferroptosis; WP4906: 3q29 copy number variation syndrome; WP5172: Iron metabolism disorders,Cobalt,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1068,HMDB0000608,FLT1,,WP1539: Angiogenesis; WP2571: Polycystic kidney disease pathway; WP306: Focal adhesion; WP3640: Imatinib and chronic myeloid leukemia; WP3888: VEGFA-VEGFR2 signaling; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4018: Clear cell renal cell carcinoma pathways; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP5087: Pleural mesothelioma; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5385: Growth factors and hormones in beta cell proliferation,Cobalt,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1069,HMDB0000608,RIPK2,,WP1433: Nucleotide-binding oligomerization domain (NOD) pathway; WP2864: Apoptosis-related network due to altered Notch3 in ovarian cancer; WP314: Fas ligand pathway and stress induction of heat shock proteins; WP69: T-cell receptor signaling pathway,Cobalt,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1070,HMDB0000619,NCOA2,Primary bile acid biosynthesis,WP138: Androgen receptor signaling pathway; WP2355: Corticotropin-releasing hormone signaling pathway; WP236: Adipogenesis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP3594: Circadian rhythm genes,Cholic acid,"Bile,Blood,Feces,Urine"
1071,HMDB0000619,ESRRG,Primary bile acid biosynthesis,,Cholic acid,"Bile,Blood,Feces,Urine"
1072,HMDB0000619,RORC,Primary bile acid biosynthesis,WP170: Nuclear receptors; WP3594: Circadian rhythm genes; WP4545: Oxysterols derived from cholesterol; WP4657: 22q11.2 copy number variation syndrome; WP5130: Th17 cell differentiation pathway; WP5198: Inflammatory bowel disease signaling; WP5347: IL-26 signaling pathways,Cholic acid,"Bile,Blood,Feces,Urine"
1073,HMDB0000630,SLC29A2,,,Cytosine,"Blood,Feces,Urine"
1074,HMDB0000637,CD300LF,Primary bile acid biosynthesis,,Chenodeoxycholic acid glycine conjugate,"Bile,Blood,Feces,Urine"
1075,HMDB0000638,HNF4A,Biosynthesis of unsaturated fatty acids,WP1403: AMP-activated protein kinase signaling; WP170: Nuclear receptors; WP2857: Mesodermal commitment pathway; WP5236: Markers of kidney cell lineage; WP5417: Cell lineage map for neuronal differentiation,Dodecanoic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1076,HMDB0000641,SLC38A1,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,WP2267: Synaptic vesicle pathway; WP4313: Ferroptosis; WP5083: Neuroinflammation and glutamatergic signaling,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1077,HMDB0000641,SLC38A3,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,WP5083: Neuroinflammation and glutamatergic signaling,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1078,HMDB0000641,SLC38A2,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,WP474: Endochondral ossification; WP4808: Endochondral ossification with skeletal dysplasias; WP5083: Neuroinflammation and glutamatergic signaling,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1079,HMDB0000641,SLC38A5,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,WP5083: Neuroinflammation and glutamatergic signaling,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1080,HMDB0000641,SLC7A7,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,WP3945: TYROBP causal network in microglia; WP4917: Proximal tubule transport; WP5029: Amino acid transport defects (IEMs),L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1081,HMDB0000641,SLC38A7,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1082,HMDB0000641,SLC6A14,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1083,HMDB0000641,SLC3A2,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,"WP3953: mRNA, protein, and metabolite inducation pathway by cyclosporin A; WP4313: Ferroptosis; WP4917: Proximal tubule transport; WP5029: Amino acid transport defects (IEMs); WP5087: Pleural mesothelioma",L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1084,HMDB0000641,SLC7A6,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1085,HMDB0000641,SLC6A19,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP4846: SARS-CoV-2 and COVID-19 pathway; WP4917: Proximal tubule transport; WP5029: Amino acid transport defects (IEMs); WP5145: COVID-19 structural coverage map,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1086,HMDB0000641,SLC7A5,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,"WP2873: Aryl hydrocarbon receptor pathway; WP2882: Nuclear receptors meta-pathway; WP3953: mRNA, protein, and metabolite inducation pathway by cyclosporin A; WP5087: Pleural mesothelioma; WP5220: Metabolic reprogramming in pancreatic cancer",L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1087,HMDB0000641,SLC1A5,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,"WP3945: TYROBP causal network in microglia; WP3953: mRNA, protein, and metabolite inducation pathway by cyclosporin A; WP4290: Metabolic reprogramming in colon cancer; WP4313: Ferroptosis; WP5213: Amino acid metabolism in triple-negative breast cancer cells; WP5220: Metabolic reprogramming in pancreatic cancer; WP5312: Metabolic pathways of fibroblasts; WP5355: Metabolic Epileptic Disorders",L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1088,HMDB0000641,SLC43A1,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,WP5220: Metabolic reprogramming in pancreatic cancer,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1089,HMDB0000641,SLC38A8,Amino sugar metabolism; Aspartate metabolism; Glutamate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea cycle,,L-Glutamine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1090,HMDB0000653,NRIP1,,WP236: Adipogenesis; WP2586: Aryl hydrocarbon receptor pathway; WP2814: Mammary gland development pathway - Puberty (Stage 2 of 4); WP2876: Pregnane X receptor pathway; WP2877: Vitamin D receptor pathway; WP2882: Nuclear receptors meta-pathway; WP34: Ovarian infertility; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis,Cholesterol sulfate,"Blood,Urine"
1091,HMDB0000653,CD247,,WP4884: Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex; WP5072: Modulators of TCR signaling and T cell activation; WP5098: T-cell activation SARS-CoV-2; WP5115: Network map of SARS-CoV-2 signaling pathway; WP5130: Th17 cell differentiation pathway; WP5362: TAR syndrome; WP69: T-cell receptor signaling pathway,Cholesterol sulfate,"Blood,Urine"
1092,HMDB0000653,RORA,,WP170: Nuclear receptors; WP236: Adipogenesis; WP3594: Circadian rhythm genes; WP3893: Development and heterogeneity of the ILC family; WP4149: White fat cell differentiation; WP5130: Th17 cell differentiation pathway; WP5198: Inflammatory bowel disease signaling; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways,Cholesterol sulfate,"Blood,Urine"
1093,HMDB0000657,TNFRSF17,Beta-alanine metabolism; Histidine metabolism; Riboflavin metabolism; Tyrosine metabolism; Tyrosine metabolism,,Copper,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1094,HMDB0000657,FGFR3,Beta-alanine metabolism; Histidine metabolism; Riboflavin metabolism; Tyrosine metabolism; Tyrosine metabolism,WP2064: Neural crest differentiation; WP2828: Bladder cancer; WP3413: NOTCH1 regulation of endothelial cell calcification; WP382: MAPK signaling pathway; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4155: Endometrial cancer; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4674: Head and neck squamous cell carcinoma; WP474: Endochondral ossification; WP4767: FGFR3 signaling in chondrocyte proliferation and terminal differentiation; WP4787: Osteoblast differentiation and related diseases; WP4790: FGF23 signaling in hypophosphatemic rickets and related disorders; WP4806: EGFR tyrosine kinase inhibitor resistance; WP4808: Endochondral ossification with skeletal dysplasias; WP5055: Burn wound healing; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5365: 4p16.3 copy number variation; WP5373: Osteoarthritic chondrocyte hypertrophy; WP5434: Pathways in cancer,Copper,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1095,HMDB0000657,FLT1,Beta-alanine metabolism; Histidine metabolism; Riboflavin metabolism; Tyrosine metabolism; Tyrosine metabolism,WP1539: Angiogenesis; WP2571: Polycystic kidney disease pathway; WP306: Focal adhesion; WP3640: Imatinib and chronic myeloid leukemia; WP3888: VEGFA-VEGFR2 signaling; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4018: Clear cell renal cell carcinoma pathways; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP5087: Pleural mesothelioma; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5385: Growth factors and hormones in beta cell proliferation,Copper,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1096,HMDB0000660,SLC2A7,Amino sugar metabolism; Fructose and mannose metabolism; Galactose metabolism; Starch and sucrose metabolism,WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway,D-Fructose,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1097,HMDB0000660,SLC2A5,Amino sugar metabolism; Fructose and mannose metabolism; Galactose metabolism; Starch and sucrose metabolism,WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP534: Glycolysis and gluconeogenesis; WP5355: Metabolic Epileptic Disorders,D-Fructose,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1098,HMDB0000660,SLC2A8,Amino sugar metabolism; Fructose and mannose metabolism; Galactose metabolism; Starch and sucrose metabolism,WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway,D-Fructose,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1099,HMDB0000660,SLC2A2,Amino sugar metabolism; Fructose and mannose metabolism; Galactose metabolism; Starch and sucrose metabolism,WP1584: Type II diabetes mellitus; WP1946: Cori cycle; WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4917: Proximal tubule transport; WP5173: Disorders of galactose metabolism ; WP5178: Disorders of fructose metabolism; WP534: Glycolysis and gluconeogenesis; WP5355: Metabolic Epileptic Disorders; WP5446: GLP-1 secretion from intestine to portal vein,D-Fructose,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1100,HMDB0000670,NRP1,,WP4846: SARS-CoV-2 and COVID-19 pathway; WP5065: SARS-CoV-2 altering angiogenesis via NRP1; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5145: COVID-19 structural coverage map; WP5284: Cell interactions of the pancreatic cancer microenvironment,Homo-L-arginine,"Blood,Cerebrospinal Fluid (CSF),Feces,Urine"
1101,HMDB0000673,SLC27A5,Alpha-linolenic acid metabolism,WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP3942: PPAR signaling pathway; WP4545: Oxysterols derived from cholesterol; WP5064: 7-oxo-C and 7-beta-HC pathways; WP5066: FOXA2 pathway; WP5176: Disorders of bile acid synthesis and biliary transport,Linoleic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1102,HMDB0000673,TRPV4,Alpha-linolenic acid metabolism,,Linoleic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1103,HMDB0000673,FFAR4,Alpha-linolenic acid metabolism,,Linoleic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1104,HMDB0000674,TRPC5,Glycerolipid metabolism; Phospholipid biosynthesis,,PA(16:0/16:0),Blood
1105,HMDB0000674,TRPC4,Glycerolipid metabolism; Phospholipid biosynthesis,WP5158: Urotensin-II-mediated signaling pathway,PA(16:0/16:0),Blood
1106,HMDB0000687,SLC7A5,"Valine, leucine and isoleucine degradation","WP2873: Aryl hydrocarbon receptor pathway; WP2882: Nuclear receptors meta-pathway; WP3953: mRNA, protein, and metabolite inducation pathway by cyclosporin A; WP5087: Pleural mesothelioma; WP5220: Metabolic reprogramming in pancreatic cancer",L-Leucine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1107,HMDB0000687,SLC43A2,"Valine, leucine and isoleucine degradation",,L-Leucine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1108,HMDB0000687,SLC3A2,"Valine, leucine and isoleucine degradation","WP3953: mRNA, protein, and metabolite inducation pathway by cyclosporin A; WP4313: Ferroptosis; WP4917: Proximal tubule transport; WP5029: Amino acid transport defects (IEMs); WP5087: Pleural mesothelioma",L-Leucine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1109,HMDB0000687,SLC1A5,"Valine, leucine and isoleucine degradation","WP3945: TYROBP causal network in microglia; WP3953: mRNA, protein, and metabolite inducation pathway by cyclosporin A; WP4290: Metabolic reprogramming in colon cancer; WP4313: Ferroptosis; WP5213: Amino acid metabolism in triple-negative breast cancer cells; WP5220: Metabolic reprogramming in pancreatic cancer; WP5312: Metabolic pathways of fibroblasts; WP5355: Metabolic Epileptic Disorders",L-Leucine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1110,HMDB0000687,SLC43A1,"Valine, leucine and isoleucine degradation",WP5220: Metabolic reprogramming in pancreatic cancer,L-Leucine,"Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1111,HMDB0000691,PPARG,Aspartate metabolism,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",Malonic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1112,HMDB0000691,NCOA1,Aspartate metabolism,WP138: Androgen receptor signaling pathway; WP1541: Energy metabolism; WP2034: Leptin signaling pathway; WP236: Adipogenesis; WP2873: Aryl hydrocarbon receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP364: IL6 signaling pathway; WP4262: Breast cancer pathway; WP5434: Pathways in cancer,Malonic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1113,HMDB0000691,GRB7,Aspartate metabolism,WP304: Kit receptor signaling pathway; WP3303: RAC1/PAK1/p38/MMP2 pathway; WP5287: 17q12 copy number variation syndrome,Malonic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine"
1114,HMDB0000696,SLC43A1,"Glycine, serine and threonine metabolism; Glycine, serine and threonine metabolism; Methionine metabolism",WP5220: Metabolic reprogramming in pancreatic cancer,L-Methionine,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1115,HMDB0000696,SLC7A5,"Glycine, serine and threonine metabolism; Glycine, serine and threonine metabolism; Methionine metabolism","WP2873: Aryl hydrocarbon receptor pathway; WP2882: Nuclear receptors meta-pathway; WP3953: mRNA, protein, and metabolite inducation pathway by cyclosporin A; WP5087: Pleural mesothelioma; WP5220: Metabolic reprogramming in pancreatic cancer",L-Methionine,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1116,HMDB0000696,SLC43A2,"Glycine, serine and threonine metabolism; Glycine, serine and threonine metabolism; Methionine metabolism",,L-Methionine,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1117,HMDB0000696,SLC6A19,"Glycine, serine and threonine metabolism; Glycine, serine and threonine metabolism; Methionine metabolism",WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP4846: SARS-CoV-2 and COVID-19 pathway; WP4917: Proximal tubule transport; WP5029: Amino acid transport defects (IEMs); WP5145: COVID-19 structural coverage map,L-Methionine,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
1118,HMDB0000715,GPR35,Tryptophan metabolism,"WP455: GPCRs, class A rhodopsin-like; WP5224: 2q37 copy number variation syndrome",Kynurenic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Urine"
1119,HMDB0000719,SLC43A1,Methionine metabolism,WP5220: Metabolic reprogramming in pancreatic cancer,L-Homoserine,"Blood,Feces,Urine"
1120,HMDB0000757,STBD1,Starch and sucrose metabolism,WP410: Exercise-induced circadian regulation,Glycogen,"Blood,Urine"
1121,HMDB0000761,GPBAR1,Primary bile acid biosynthesis,,Lithocholic acid,"Bile,Blood,Feces,Urine"
1122,HMDB0000761,VDR,Primary bile acid biosynthesis,"WP1531: Vitamin D metabolism; WP170: Nuclear receptors; WP2289: Drug induction of bile acid pathway; WP2877: Vitamin D receptor pathway; WP2882: Nuclear receptors meta-pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP34: Ovarian infertility; WP4141: PI3K/AKT/mTOR - vitamin D3 signaling; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4342: Vitamins A and D - action mechanisms; WP4482: Vitamin D in inflammatory diseases; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4969: RAS and bradykinin pathways in COVID-19; WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists",Lithocholic acid,"Bile,Blood,Feces,Urine"
1123,HMDB0000763,PPARG,Tryptophan metabolism,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",5-Hydroxyindoleacetic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Urine"
1124,HMDB0000801,PPARA,,WP1541: Energy metabolism; WP170: Nuclear receptors; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2878: PPAR-alpha pathway; WP2881: Estrogen receptor pathway; WP2882: Nuclear receptors meta-pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3594: Circadian rhythm genes; WP3942: PPAR signaling pathway; WP4396: Nonalcoholic fatty liver disease; WP4707: Aspirin and miRNAs; WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4721: Eicosanoid metabolism via lipooxygenases (LOX); WP5102: Familial partial lipodystrophy; WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists; WP5318: Female steroid hormones in cardiomyocyte energy metabolism,Phytanic acid,"Blood,Feces"
