met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid,ID
arachd[r],arachidonate,13,C00219,HMDB01043,FALSE,[r],arachd,arachd.r.,HMDB0001043
arg_L[m],L-argininium(1+),13,C00062,HMDB00517,FALSE,[m],arg_L,arg_L.m.,HMDB0000517
orn[m],Ornithine,13,C00077,HMDB00214,FALSE,[m],orn,orn.m.,HMDB0000214
chol[c],Choline,13,C00114,HMDB00097,FALSE,[c],chol,chol.c.,HMDB0000097
chsterol[c],cholesterol,13,C00187,HMDB00067,FALSE,[c],chsterol,chsterol.c.,HMDB0000067
ppcoa[x],Propanoyl-CoA,13,C00100,HMDB01275,FALSE,[x],ppcoa,ppcoa.x.,HMDB0001275
dctp[c],dCTP,13,C00458,HMDB00998,FALSE,[c],dctp,dctp.c.,HMDB0000998
nh4[x],Ammonium,13,C00014,HMDB00051,FALSE,[x],nh4,nh4.x.,HMDB0000051
datp[m],dATP,13,C00131,HMDB01532,FALSE,[m],datp,datp.m.,HMDB0001532
dttp[c],dTTP,13,C00459,HMDB01342,FALSE,[c],dttp,dttp.c.,HMDB0001342
lac_L[e],(S)-lactate,13,C00186,HMDB00190,FALSE,[e],lac_L,lac_L.e.,HMDB0000190
o2[e],O2,13,C00007,HMDB01377,FALSE,[e],o2,o2.e.,HMDB0001377
udpg[c],UDPglucose,13,C00029,HMDB00286,FALSE,[c],udpg,udpg.c.,HMDB0000286
o2[n],O2,13,C00007,HMDB01377,FALSE,[n],o2,o2.n.,HMDB0001377
pi[n],hydrogenphosphate,13,C00009,HMDB00973,FALSE,[n],pi,pi.n.,HMDB0001429
trdrd[c],Reduced thioredoxin,13,C00342,,FALSE,[c],trdrd,trdrd.c.,
HC00342[m],cis-aconitate(3-),13,,,FALSE,[m],HC00342,HC00342.m.,
his_L[l],L-histidine,13,C00135,HMDB00177,FALSE,[l],his_L,his_L.l.,HMDB0000177
2hb[c],2-Hydroxybutyrate,12,C05984,HMDB00008,FALSE,[c],2hb,X2hb.c.,HMDB0000008
2hb[e],2-Hydroxybutyrate,12,C05984,HMDB00008,FALSE,[e],2hb,X2hb.e.,HMDB0000008
srtn[c],serotonin(1+),12,C00780,HMDB00259,FALSE,[c],srtn,srtn.c.,HMDB0000259
acac[e],acetoacetate,12,C00164,HMDB00060,FALSE,[e],acac,acac.e.,HMDB0000060
ala_L[l],L-alanine,12,C00041,HMDB00161,FALSE,[l],ala_L,ala_L.l.,HMDB0000161
k[c],potassium,12,C00238,HMDB00586,FALSE,[c],k,k.c.,HMDB0000586
k[e],potassium,12,C00238,HMDB00586,FALSE,[e],k,k.e.,HMDB0000586
bhb[e],(R)-3-hydroxybutyrate,12,C01089,HMDB00011,FALSE,[e],bhb,bhb.e.,HMDB0000011
bhb[c],(R)-3-hydroxybutyrate,12,C01089,HMDB00011,FALSE,[c],bhb,bhb.c.,HMDB0000011
dolmanp_U[r],"Dolichyl phosphate D-mannose, human uterine homolog",12,,,FALSE,[r],dolmanp_U,dolmanp_U.r.,
but[c],butyrate,12,C00246,HMDB00039,FALSE,[c],but,but.c.,HMDB0000039
but[e],butyrate,12,C00246,HMDB00039,FALSE,[e],but,but.e.,HMDB0000039
for[e],Formate,12,C00058,HMDB00142,FALSE,[e],for,for.e.,HMDB0000142
udp[n],UDP,12,C00015,HMDB00295,FALSE,[n],udp,udp.n.,HMDB0000295
dag_hs[r],diglyceride,12,,,FALSE,[r],dag_hs,dag_hs.r.,
dutp[c],dUTP,12,C00460,HMDB01191,FALSE,[c],dutp,dutp.c.,HMDB0001191
ppa[e],propionate,12,C00163,HMDB00237,FALSE,[e],ppa,ppa.e.,HMDB0000237
pyr[e],pyruvate,12,C00022,HMDB00243,FALSE,[e],pyr,pyr.e.,HMDB0000243
retn[e],all-trans-retinoate,12,C00777,HMDB01852,FALSE,[e],retn,retn.e.,HMDB0001852
fru[c],D-Fructose,12,C02336,HMDB00660,FALSE,[c],fru,fru.c.,HMDB0000660
gchola[c],glycocholate,12,C01921,HMDB00138,FALSE,[c],gchola,gchola.c.,HMDB0000138
gmp[c],GMP,12,C00144,HMDB01397,FALSE,[c],gmp,gmp.c.,HMDB0001397
uacgam[c],UDP-N-acetyl-alpha-D-glucosamine(2-),12,C00043,HMDB00290,FALSE,[c],uacgam,uacgam.c.,HMDB0000290
gly[l],Glycine,12,C00037,HMDB00123,FALSE,[l],gly,gly.l.,HMDB0000123
leuktrB4[c],leukotriene B4(1-),12,C02165,HMDB01085,FALSE,[c],leuktrB4,leuktrB4.c.,HMDB0001085
pro_L[l],L-proline,12,C00148,HMDB00162,FALSE,[l],pro_L,pro_L.l.,HMDB0000162
spmd[c],Spermidine,12,C00315,HMDB01257,FALSE,[c],spmd,spmd.c.,HMDB0001257
adp[l],ADP,12,C00008,HMDB01341,FALSE,[l],adp,adp.l.,HMDB0001341
atp[l],ATP,12,C00002,HMDB00538,FALSE,[l],atp,atp.l.,HMDB0000538
thr_L[l],L-threonine,12,C00188,HMDB00167,FALSE,[l],thr_L,thr_L.l.,HMDB0000167
arg_L[l],L-argininium(1+),12,C00062,HMDB00517,FALSE,[l],arg_L,arg_L.l.,HMDB0000517
asn_L[l],L-asparagine,12,C00152,HMDB00168,FALSE,[l],asn_L,asn_L.l.,HMDB0000168
asp_L[l],L-aspartate(1-),12,C00049,HMDB00191,FALSE,[l],asp_L,asp_L.l.,HMDB0000191
gln_L[l],L-glutamine,12,C00064,HMDB00641,FALSE,[l],gln_L,gln_L.l.,HMDB0000641
leu_L[l],L-leucine,12,C00123,HMDB00687,FALSE,[l],leu_L,leu_L.l.,HMDB0000687
lys_L[l],L-lysinium(1+),12,C00047,HMDB00182,FALSE,[l],lys_L,lys_L.l.,HMDB0000182
met_L[l],L-methionine,12,C00073,HMDB00696,FALSE,[l],met_L,met_L.l.,HMDB0000696
phe_L[l],L-phenylalanine,12,C00079,HMDB00159,FALSE,[l],phe_L,phe_L.l.,HMDB0000159
ser_L[l],L-serine,12,C00065,HMDB00187,FALSE,[l],ser_L,ser_L.l.,HMDB0000187
trp_L[l],L-tryptophan,12,C00078,HMDB00929,FALSE,[l],trp_L,trp_L.l.,HMDB0000929
tyr_L[l],L-tyrosine,12,C00082,HMDB00158,FALSE,[l],tyr_L,tyr_L.l.,HMDB0000158
his_L[m],L-histidine,12,C00135,HMDB00177,FALSE,[m],his_L,his_L.m.,HMDB0000177
val_L[l],L-valine,12,C00183,HMDB00883,FALSE,[l],val_L,val_L.l.,HMDB0000883
mthgxl[c],methylglyoxal,11,C00546,HMDB01167,FALSE,[c],mthgxl,mthgxl.c.,HMDB0001167
fum[c],Fumarate,11,C00122,HMDB00134,FALSE,[c],fum,fum.c.,HMDB0000134
pmtcoa[m],Palmitoyl-CoA (n-C16:0CoA),11,C00154,HMDB01338,FALSE,[m],pmtcoa,pmtcoa.m.,HMDB0001338
nh4[m],Ammonium,11,C00014,HMDB00051,FALSE,[m],nh4,nh4.m.,HMDB0000051
prostge2[c],prostaglandin E2(1-),11,C00584,HMDB01220,FALSE,[c],prostge2,prostge2.c.,HMDB0001220
pail_hs[c],1-phosphatidyl-1D-myo-inositol(1-),11,,,FALSE,[c],pail_hs,pail_hs.c.,
citr_L[m],L-citrulline,11,C00327,HMDB00904,FALSE,[m],citr_L,citr_L.m.,HMDB0000904
uri[c],Uridine,11,C00299,HMDB00296,FALSE,[c],uri,uri.c.,HMDB0000296
dcmp[c],dCMP,11,C00239,HMDB01202,FALSE,[c],dcmp,dcmp.c.,HMDB0001202
fadh2[c],Flavin adenine dinucleotide reduced,11,C01352,HMDB01197,FALSE,[c],fadh2,fadh2.c.,HMDB0001197
dgtp[m],dGTP,11,C00286,HMDB01440,FALSE,[m],dgtp,dgtp.m.,HMDB0001440
dttp[m],dTTP,11,C00459,HMDB01342,FALSE,[m],dttp,dttp.m.,HMDB0001342
ipdp[c],Isopentenyl diphosphate,11,C00129,HMDB01347,FALSE,[c],ipdp,ipdp.c.,HMDB0001347
hdca[c],Hexadecanoate (n-C16:0),11,C00249,HMDB00220,FALSE,[c],hdca,hdca.c.,HMDB0000220
g6p[c],D-Glucose 6-phosphate,11,C00092,HMDB01401,FALSE,[c],g6p,g6p.c.,HMDB0001401
udpglcur[g],UDP-D-glucuronate,11,C00167,HMDB00935,FALSE,[g],udpglcur,udpglcur.g.,HMDB0000935
retinol[c],retinol,11,C00473,HMDB00305,FALSE,[c],retinol,retinol.c.,HMDB0000305
tchola[c],taurocholate,11,,HMDB00036,FALSE,[c],tchola,tchola.c.,HMDB0000036
ile_L[l],L-isoleucine,11,C00407,HMDB00172,FALSE,[l],ile_L,ile_L.l.,HMDB0000172
cys_L[l],L-cysteine,11,C00097,HMDB00574,FALSE,[l],cys_L,cys_L.l.,HMDB0000574
HC00342[c],cis-aconitate(3-),11,,,FALSE,[c],HC00342,HC00342.c.,
so3[c],Sulfite,10,C00094,HMDB00240,FALSE,[c],so3,so3.c.,HMDB0000240
4abut[c],4-Aminobutanoate,10,C00334,HMDB00112,FALSE,[c],4abut,X4abut.c.,HMDB0000112
man[c],D-Mannose,10,C00159,HMDB00169,FALSE,[c],man,man.c.,HMDB0000169
udpgal[c],UDP-D-galactose(2-),10,C00052,HMDB00302,FALSE,[c],udpgal,udpgal.c.,HMDB0000302
btcoa[m],Butanoyl-CoA,10,C00136,HMDB01088,FALSE,[m],btcoa,btcoa.m.,HMDB0001088
fadh2[x],Flavin adenine dinucleotide reduced,10,C01352,HMDB01197,FALSE,[x],fadh2,fadh2.x.,HMDB0001197
fad[x],Flavin adenine dinucleotide oxidized,10,C00016,HMDB01248,FALSE,[x],fad,fad.x.,HMDB0001248
ins[c],Inosine,10,C00294,HMDB00195,FALSE,[c],ins,ins.c.,HMDB0000195
imp[c],IMP,10,C00130,HMDB00175,FALSE,[c],imp,imp.c.,HMDB0000175
Rtotal2[c],R total 2 position,10,,,FALSE,[c],Rtotal2,Rtotal2.c.,
pa_hs[c],phosphatidate(2-),10,,,FALSE,[c],pa_hs,pa_hs.c.,
lnlccoa[c],linoleic coenzyme A,10,C02050,HMDB01064,FALSE,[c],lnlccoa,lnlccoa.c.,HMDB0001064
ala_B[c],beta-alanine,10,C00099,HMDB00056,FALSE,[c],ala_B,ala_B.c.,HMDB0000056
btn[c],Biotin,10,C00120,HMDB00030,FALSE,[c],btn,btn.c.,HMDB0000030
bilirub[c],bilirubin(2-),10,C00486,HMDB00054,FALSE,[c],bilirub,bilirub.c.,HMDB0000054
prostge1[c],prostaglandin E1(1-),10,C04741,HMDB01442,FALSE,[c],prostge1,prostge1.c.,HMDB0001442
inost[c],myo-inositol,10,C00137,HMDB00211,FALSE,[c],inost,inost.c.,HMDB0000211
pe_hs[c],phosphatidylethanolamine,10,,,FALSE,[c],pe_hs,pe_hs.c.,
cholate[c],Cholate,10,C00695,HMDB00619,FALSE,[c],cholate,cholate.c.,HMDB0000619
cytd[c],Cytidine,10,C00475,HMDB00089,FALSE,[c],cytd,cytd.c.,HMDB0000089
cdp[n],CDP,10,C00112,HMDB01546,FALSE,[n],cdp,cdp.n.,HMDB0001546
dcdp[n],dCDP,10,C00705,HMDB01245,FALSE,[n],dcdp,dcdp.n.,HMDB0001245
thbpt[c],"5,6,7,8-tetrahydrobiopterin",10,C00272,HMDB00027,FALSE,[c],thbpt,thbpt.c.,HMDB0000027
dutp[m],dUTP,10,C00460,HMDB01191,FALSE,[m],dutp,dutp.m.,HMDB0001191
13_cis_retn[c],13-cis-retinoate,10,D00348,HMDB06219,FALSE,[c],13_cis_retn,X13_cis_retn.c.,HMDB0006219
prostgh2[c],prostaglandin H2(1-),10,C00427,HMDB01381,FALSE,[c],prostgh2,prostgh2.c.,HMDB0001381
trdox[c],Oxidized thioredoxin,10,C00343,,FALSE,[c],trdox,trdox.c.,
so4[r],sulfate,10,C00059,HMDB01448,FALSE,[r],so4,so4.r.,HMDB0001448
occoa[x],Octanoyl-CoA (n-C8:0CoA),9,C01944,HMDB01070,FALSE,[x],occoa,occoa.x.,HMDB0001070
pmtcoa[x],Palmitoyl-CoA (n-C16:0CoA),9,C00154,HMDB01338,FALSE,[x],pmtcoa,pmtcoa.x.,HMDB0001338
itp[c],ITP(3-),9,C00081,HMDB00189,FALSE,[c],itp,itp.c.,HMDB0000189
gdp[m],GDP,9,C00035,HMDB01201,FALSE,[m],gdp,gdp.m.,HMDB0001201
g1p[c],D-Glucose 1-phosphate,9,C00103,HMDB01586,FALSE,[c],g1p,g1p.c.,HMDB0001586
leuktrA4[c],leukotriene A4(1-),9,C00909,HMDB01337,FALSE,[c],leuktrA4,leuktrA4.c.,HMDB0001337
arachdcoa[c],arachidonoyl-CoA(4-),9,C02249,HMDB06523,FALSE,[c],arachdcoa,arachdcoa.c.,HMDB0006523
bildglcur[e],bis(beta-glucosyluronate)bilirubin,9,C05787,HMDB03325,FALSE,[e],bildglcur,bildglcur.e.,HMDB0003325
glc_D[r],D-glucose,9,C00031,HMDB00122,FALSE,[r],glc_D,glc_D.r.,HMDB0000122
crm_hs[c],N-acylsphingosine,9,,,FALSE,[c],crm_hs,crm_hs.c.,
chsterol[l],cholesterol,9,C00187,HMDB00067,FALSE,[l],chsterol,chsterol.l.,HMDB0000067
co2[x],carbon dioxide,9,C00011,HMDB01967,FALSE,[x],co2,co2.x.,HMDB0001967
dcmp[n],dCMP,9,C00239,HMDB01202,FALSE,[n],dcmp,dcmp.n.,HMDB0001202
datp[n],dATP,9,C00131,HMDB01532,FALSE,[n],datp,datp.n.,HMDB0001532
dump[c],dUMP,9,C00365,HMDB01409,FALSE,[c],dump,dump.c.,HMDB0001409
dctp[m],dCTP,9,C00458,HMDB00998,FALSE,[m],dctp,dctp.m.,HMDB0000998
g3p[c],Glyceraldehyde 3-phosphate,9,C00661,HMDB01112,FALSE,[c],g3p,g3p.c.,HMDB0001112
estrone[r],estrone,9,C00468,HMDB00145,FALSE,[r],estrone,estrone.r.,HMDB0000145
Rtotal2[e],R total 2 position,9,,,FALSE,[e],Rtotal2,Rtotal2.e.,
tdchola[e],taurochenodeoxycholate,9,C05465,HMDB00951,FALSE,[e],tdchola,tdchola.e.,HMDB0000951
ocdcea[c],octadecenoate (n-C18:1),9,C00712,HMDB00207,FALSE,[c],ocdcea,ocdcea.c.,HMDB0000207
thf[m],"5,6,7,8-Tetrahydrofolate",9,C00101,HMDB01846,FALSE,[m],thf,thf.m.,HMDB0001846
fum[m],Fumarate,9,C00122,HMDB00134,FALSE,[m],fum,fum.m.,HMDB0000134
lpam[m],lipoamide,9,C00248,HMDB00962,FALSE,[m],lpam,lpam.m.,HMDB0000962
dhlam[m],dihydrolipoamide,9,C00579,HMDB00985,FALSE,[m],dhlam,dhlam.m.,HMDB0000985
glyc[c],Glycerol,9,C00116,HMDB00131,FALSE,[c],glyc,glyc.c.,HMDB0000131
hdca[r],Hexadecanoate (n-C16:0),9,C00249,HMDB00220,FALSE,[r],hdca,hdca.r.,HMDB0000220
hista[c],histamium,9,C00388,HMDB00870,FALSE,[c],hista,hista.c.,HMDB0000870
triodthy[c],"3,3',5-triiodo-L-thyronine",9,C02465,HMDB00265,FALSE,[c],triodthy,triodthy.c.,HMDB0000265
malACP[c],Malonyl-[acyl-carrier protein],9,,,FALSE,[c],malACP,malACP.c.,
pro_L[m],L-proline,9,C00148,HMDB00162,FALSE,[m],pro_L,pro_L.m.,HMDB0000162
ps_hs[c],phosphatidylserine,9,,,FALSE,[c],ps_hs,ps_hs.c.,
tdchola[c],taurochenodeoxycholate,9,C05465,HMDB00951,FALSE,[c],tdchola,tdchola.c.,HMDB0000951
C01041[c],monodehydroascorbate(1-),9,,,FALSE,[c],C01041,C01041.c.,
10fthf[c],10-Formyltetrahydrofolate,8,C00234,HMDB00972,FALSE,[c],10fthf,X10fthf.c.,HMDB0000972
25hvitd3[c],calcidiol,8,C01561,HMDB03550,FALSE,[c],25hvitd3,X25hvitd3.c.,HMDB0003550
2obut[c],2-Oxobutanoate,8,C00109,HMDB00005,FALSE,[c],2obut,X2obut.c.,HMDB0000005
34dhphe[c],L-dopa,8,C00355,HMDB00181,FALSE,[c],34dhphe,X34dhphe.c.,HMDB0000181
asp_L[m],L-aspartate(1-),8,C00049,HMDB00191,FALSE,[m],asp_L,asp_L.m.,HMDB0000191
5mthf[c],5-Methyltetrahydrofolate,8,C00440,HMDB01396,FALSE,[c],5mthf,X5mthf.c.,HMDB0001396
hco3[m],Bicarbonate,8,C00288,HMDB00595,FALSE,[m],hco3,hco3.m.,HMDB0000595
idp[c],IDP(3-),8,C00104,HMDB03335,FALSE,[c],idp,idp.c.,HMDB0003335
ach[e],acetylcholine,8,C01996,HMDB00895,FALSE,[e],ach,ach.e.,HMDB0000895
ach[c],acetylcholine,8,C01996,HMDB00895,FALSE,[c],ach,ach.c.,HMDB0000895
ac[m],acetate,8,C00033,HMDB00042,FALSE,[m],ac,ac.m.,HMDB0000042
prpp[c],5-Phospho-alpha-D-ribose 1-diphosphate,8,C00119,HMDB00280,FALSE,[c],prpp,prpp.c.,HMDB0000280
Rtotal2coa[c],R total 2 coenzyme A,8,,,FALSE,[c],Rtotal2coa,Rtotal2coa.c.,
ala_L[m],L-alanine,8,C00041,HMDB00161,FALSE,[m],ala_L,ala_L.m.,HMDB0000161
gly[x],Glycine,8,C00037,HMDB00123,FALSE,[x],gly,gly.x.,HMDB0000123
succoa[m],Succinyl-CoA,8,C00091,HMDB01022,FALSE,[m],succoa,succoa.m.,HMDB0001022
ahcys[m],S-Adenosyl-L-homocysteine,8,C00021,HMDB00939,FALSE,[m],ahcys,ahcys.m.,HMDB0000939
amet[m],S-Adenosyl-L-methionine,8,C00019,HMDB01185,FALSE,[m],amet,amet.m.,HMDB0001185
arachcoa[c],arachidyl coenzyme A,8,C02041,HMDB04258,FALSE,[c],arachcoa,arachcoa.c.,HMDB0004258
arachd[e],arachidonate,8,C00219,HMDB01043,FALSE,[e],arachd,arachd.e.,HMDB0001043
Rtotal[c],R total,8,,,FALSE,[c],Rtotal,Rtotal.c.,
dlnlcgcoa[c],dihomo-gamma-linolenyl coenzyme A,8,C03595,,FALSE,[c],dlnlcgcoa,dlnlcgcoa.c.,
R4coa_hs[c],R group 4 Coenzyme A,8,,,FALSE,[c],R4coa_hs,R4coa_hs.c.,
R5coa_hs[c],R group 5 Coenzyme A,8,,,FALSE,[c],R5coa_hs,R5coa_hs.c.,
bildglcur[c],bis(beta-glucosyluronate)bilirubin,8,C05787,HMDB03325,FALSE,[c],bildglcur,bildglcur.c.,HMDB0003325
bilglcur[e],mono(glucosyluronic acid)bilirubin(2-),8,,,FALSE,[e],bilglcur,bilglcur.e.,
bilglcur[c],mono(glucosyluronic acid)bilirubin(2-),8,,,FALSE,[c],bilglcur,bilglcur.c.,
bilirub[e],bilirubin(2-),8,C00486,HMDB00054,FALSE,[e],bilirub,bilirub.e.,HMDB0000054
cholate[e],Cholate,8,C00695,HMDB00619,FALSE,[e],cholate,cholate.e.,HMDB0000619
Tn_antigen[g],Tn antigen,8,C04383,,FALSE,[g],Tn_antigen,Tn_antigen.g.,
Lcystin[c],L-cystine,8,C00491,HMDB00192,FALSE,[c],Lcystin,Lcystin.c.,HMDB0000192
cmp[n],CMP,8,C00055,HMDB00095,FALSE,[n],cmp,cmp.n.,HMDB0000095
duri[c],Deoxyuridine,8,C00526,HMDB00012,FALSE,[c],duri,duri.c.,HMDB0000012
fadh2[r],Flavin adenine dinucleotide reduced,8,C01352,HMDB01197,FALSE,[r],fadh2,fadh2.r.,HMDB0001197
fad[r],Flavin adenine dinucleotide oxidized,8,C00016,HMDB01248,FALSE,[r],fad,fad.r.,HMDB0001248
dheas[c],3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),8,C04555,HMDB01032,FALSE,[c],dheas,dheas.c.,HMDB0001032
dhf[c],"7,8-Dihydrofolate",8,C00415,HMDB01056,FALSE,[c],dhf,dhf.c.,HMDB0001056
dopa[e],dopaminium(1+),8,C03758,HMDB00073,FALSE,[e],dopa,dopa.e.,HMDB0000073
estradiol[r],estradiol,8,C00951,HMDB00151,FALSE,[r],estradiol,estradiol.r.,HMDB0000151
estrones[c],estrone 3-sulfate(1-),8,C02538,HMDB01425,FALSE,[c],estrones,estrones.c.,HMDB0001425
gal[e],D-Galactose,8,C00984,HMDB00143,FALSE,[e],gal,gal.e.,HMDB0000143
nrpphr[e],Norepinephrine,8,C00547,HMDB00216,FALSE,[e],nrpphr,nrpphr.e.,HMDB0000216
prostge1[e],prostaglandin E1(1-),8,C04741,HMDB01442,FALSE,[e],prostge1,prostge1.e.,HMDB0001442
prostge2[e],prostaglandin E2(1-),8,C00584,HMDB01220,FALSE,[e],prostge2,prostge2.e.,HMDB0001220
hdcea[c],Hexadecenoate (n-C16:1),8,C08362,HMDB03229,FALSE,[c],hdcea,hdcea.c.,HMDB0003229
tdcoa[m],Tetradecanoyl-CoA (n-C14:0CoA),8,C02593,HMDB01521,FALSE,[m],tdcoa,tdcoa.m.,HMDB0001521
fol[c],Folate,8,C00504,HMDB00121,FALSE,[c],fol,fol.c.,HMDB0000121
gal[c],D-Galactose,8,C00984,HMDB00143,FALSE,[c],gal,gal.c.,HMDB0000143
leuktrE4[c],leukotriene E4(1-),8,C05952,HMDB02200,FALSE,[c],leuktrE4,leuktrE4.c.,HMDB0002200
glcur[c],D-glucuronate,8,C00191,HMDB00127,FALSE,[c],glcur,glcur.c.,HMDB0000127
gsn[c],Guanosine,8,C00387,HMDB00133,FALSE,[c],gsn,gsn.c.,HMDB0000133
tststerone[r],testosterone,8,C00535,HMDB00234,FALSE,[r],tststerone,tststerone.r.,HMDB0000234
xol7aone[r],7alpha-hydroxycholest-4-en-3-one,8,C05455,HMDB01993,FALSE,[r],xol7aone,xol7aone.r.,HMDB0001993
hxan[c],Hypoxanthine,8,C00262,HMDB00157,FALSE,[c],hxan,hxan.c.,HMDB0000157
thyox_L[c],L-thyroxine,8,C01829,HMDB00248,FALSE,[c],thyox_L,thyox_L.c.,HMDB0000248
leuktrC4[c],leukotriene C4(2-),8,C02166,HMDB01198,FALSE,[c],leuktrC4,leuktrC4.c.,HMDB0001198
leuktrD4[c],Leukotriene D4,8,C05951,HMDB03080,FALSE,[c],leuktrD4,leuktrD4.c.,HMDB0003080
ncam[c],Nicotinamide,8,C00153,HMDB01406,FALSE,[c],ncam,ncam.c.,HMDB0001406
r1p[c],alpha-D-Ribose 1-phosphate,8,C00620,HMDB01489,FALSE,[c],r1p,r1p.c.,HMDB0001489
thymd[c],Thymidine,8,C00214,HMDB00273,FALSE,[c],thymd,thymd.c.,HMDB0000273
pail_hs[n],1-phosphatidyl-1D-myo-inositol(1-),8,,,FALSE,[n],pail_hs,pail_hs.n.,
pail45p_hs[c],"phosphatidylinositol 4,5-bisphosphate",8,,,FALSE,[c],pail45p_hs,pail45p_hs.c.,
pail45p_hs[n],"phosphatidylinositol 4,5-bisphosphate",8,,,FALSE,[n],pail45p_hs,pail45p_hs.n.,
pail4p_hs[n],1-phosphatidyl-1D-myo-inositol 4-phosphate(3-),8,,,FALSE,[n],pail4p_hs,pail4p_hs.n.,
prostgd2[c],prostaglandin D2(1-),8,C00696,HMDB01403,FALSE,[c],prostgd2,prostgd2.c.,HMDB0001403
pnto_R[c],(R)-Pantothenate,8,C00864,HMDB00210,FALSE,[c],pnto_R,pnto_R.c.,HMDB0000210
urate[c],Urate,8,C00366,HMDB00289,FALSE,[c],urate,urate.c.,HMDB0000289
C02528[c],chenodeoxycholate,8,C02528,HMDB00518,FALSE,[c],C02528,C02528.c.,HMDB0000518
HC02202[c],prostaglandin A1(1-),8,,,FALSE,[c],HC02202,HC02202.c.,
2dr1p[c],2-Deoxy-D-ribose 1-phosphate,7,C00672,HMDB01351,FALSE,[c],2dr1p,X2dr1p.c.,HMDB0001351
2mop[m],2-methyl-3-oxopropanoate,7,C00349,HMDB01172,FALSE,[m],2mop,X2mop.m.,HMDB0001172
so3[m],Sulfite,7,C00094,HMDB00240,FALSE,[m],so3,so3.m.,HMDB0000240
galgluside_hs[g],galactosyl glucosyl ceramide,7,,,FALSE,[g],galgluside_hs,galgluside_hs.g.,
acac[m],acetoacetate,7,C00164,HMDB00060,FALSE,[m],acac,acac.m.,HMDB0000060
acgam[c],N-acetyl-D-glucosamine,7,C00140,HMDB00215,FALSE,[c],acgam,acgam.c.,HMDB0000215
gam6p[c],D-Glucosamine 6-phosphate,7,C00352,HMDB01254,FALSE,[c],gam6p,gam6p.c.,HMDB0001254
oaa[c],Oxaloacetate,7,C00036,HMDB00223,FALSE,[c],oaa,oaa.c.,HMDB0000223
acnam[c],N-acetylneuraminate,7,C19910,HMDB00230,FALSE,[c],acnam,acnam.c.,HMDB0000230
ibcoa[m],isobutyryl-CoA(4-),7,C00630,HMDB01243,FALSE,[m],ibcoa,ibcoa.m.,HMDB0001243
3pg[c],3-Phospho-D-glycerate,7,C00597,HMDB00807,FALSE,[c],3pg,X3pg.c.,HMDB0000807
adn[e],Adenosine,7,C00212,HMDB00050,FALSE,[e],adn,adn.e.,HMDB0000050
gtp[m],GTP,7,C00044,HMDB01273,FALSE,[m],gtp,gtp.m.,HMDB0001273
r5p[c],alpha-D-Ribose 5-phosphate,7,C03736,HMDB00618,FALSE,[c],r5p,r5p.c.,HMDB0000618
adp[x],ADP,7,C00008,HMDB01341,FALSE,[x],adp,adp.x.,HMDB0001341
ala_D[c],D-alanine,7,C00133,HMDB01310,FALSE,[c],ala_D,ala_D.c.,HMDB0001310
lald_D[c],(R)-lactaldehyde,7,C00937,HMDB06458,FALSE,[c],lald_D,lald_D.c.,HMDB0006458
Rtotal3coa[c],R total 3 Coenzyme A,7,,,FALSE,[c],Rtotal3coa,Rtotal3coa.c.,
tdcoa[c],Tetradecanoyl-CoA (n-C14:0CoA),7,C02593,HMDB01521,FALSE,[c],tdcoa,tdcoa.c.,HMDB0001521
lnlncgcoa[c],gamma-linolenoyl-CoA(4-),7,C03035,HMDB06368,FALSE,[c],lnlncgcoa,lnlncgcoa.c.,HMDB0006368
lneldccoa[c],linoelaidyl coenzyme A,7,,,FALSE,[c],lneldccoa,lneldccoa.c.,
oaa[m],Oxaloacetate,7,C00036,HMDB00223,FALSE,[m],oaa,oaa.m.,HMDB0000223
amp[e],AMP,7,C00020,HMDB00045,FALSE,[e],amp,amp.e.,HMDB0000045
galacglcgal14acglcgalgluside_hs[g],i-antigen,7,,,FALSE,[g],galacglcgal14acglcgalgluside_hs,galacglcgal14acglcgalgluside_hs.g.,
retinal[c],retinal,7,C00376,HMDB01358,FALSE,[c],retinal,retinal.c.,HMDB0001358
btn[e],Biotin,7,C00120,HMDB00030,FALSE,[e],btn,btn.e.,HMDB0000030
prostgf2[c],prostaglandin F2alpha(1-),7,C00639,HMDB01139,FALSE,[c],prostgf2,prostgf2.c.,HMDB0001139
cholp[c],choline phosphate(1-),7,C00588,HMDB01565,FALSE,[c],cholp,cholp.c.,HMDB0001565
chsterol[e],cholesterol,7,C00187,HMDB00067,FALSE,[e],chsterol,chsterol.e.,HMDB0000067
Ser_Gly_Ala_X_Gly[l],protein-linked serine residue (glycosaminoglycan attachment site),7,,,FALSE,[l],Ser_Gly_Ala_X_Gly,Ser_Gly_Ala_X_Gly.l.,
dgtp[n],dGTP,7,C00286,HMDB01440,FALSE,[n],dgtp,dgtp.n.,HMDB0001440
dctp[n],dCTP,7,C00458,HMDB00998,FALSE,[n],dctp,dctp.n.,HMDB0000998
utp[n],UTP,7,C00075,HMDB00285,FALSE,[n],utp,utp.n.,HMDB0000285
gtp[n],GTP,7,C00044,HMDB01273,FALSE,[n],gtp,gtp.n.,HMDB0001273
